customer_id,Recency,Frequency,Monetary,RFM_Cluster
3550,95,3,119.11,BIG SPENDER
3551,60,4,139.82,BIG SPENDER
3552,531,1,14.37,RISK
3553,531,1,13.97,RISK
3554,530,1,44.74,RISK
3555,10,6,157.29,STARS
3556,531,1,39.96,RISK
3557,531,1,14.37,RISK
3558,261,7,441.36,BIG SPENDER
3559,49,13,673.63,STARS
3560,2,8,164.01,STARS
3561,531,1,20.99,RISK
3562,531,1,14.79,RISK
3563,230,3,96.64,REGULAR
3564,531,1,14.37,RISK
3565,483,2,101.14,REGULAR
3566,208,2,133.41,BIG SPENDER
3567,513,1,179.21,RISK
3568,531,1,14.37,RISK
3569,531,1,27.0,RISK
3570,531,1,29.98,RISK
3571,531,1,14.7,RISK
3572,531,1,17.76,RISK
3573,531,1,26.6,RISK
3574,531,1,64.47,RISK
3575,26,2,18.48,BIG SPENDER
3576,531,1,16.3,RISK
3577,449,2,46.89,REGULAR
3578,531,1,13.77,RISK
3579,530,1,8.97,RISK
3580,278,3,59.7,REGULAR
3581,437,2,32.48,REGULAR
3582,189,3,44.31,REGULAR
3583,303,2,38.5,REGULAR
3584,432,3,85.98,REGULAR
3585,531,1,20.99,RISK
3586,531,1,27.74,RISK
3587,531,1,14.96,RISK
3588,531,1,29.73,RISK
3589,145,8,575.9,BIG SPENDER
3590,531,1,11.77,RISK
3591,531,1,124.24,RISK
3592,62,3,136.74,BIG SPENDER
3593,531,1,12.99,RISK
3594,495,2,119.0,REGULAR
3595,10,5,84.11,BIG SPENDER
3596,60,14,316.63,BIG SPENDER
3597,531,1,60.37,RISK
3598,531,1,11.99,RISK
3599,518,1,66.05,RISK
3600,69,2,79.46,BIG SPENDER
3601,531,1,15.36,RISK
3602,531,1,30.97,RISK
3603,531,1,14.96,RISK
3604,531,1,74.22,RISK
3605,531,1,9.98,RISK
3606,531,1,45.74,RISK
3607,531,1,14.37,RISK
3608,531,1,6.79,RISK
3609,531,1,63.5,RISK
3610,515,2,31.53,REGULAR
3611,531,1,12.7,RISK
3612,531,1,26.14,RISK
3613,249,4,179.73,REGULAR
3614,197,9,409.5,BIG SPENDER
3615,100,2,45.96,BIG SPENDER
3616,531,1,14.99,RISK
3617,531,1,78.77,RISK
3618,488,1,11.77,RISK
3619,19,25,1039.79,STARS
3620,531,1,11.77,RISK
3621,173,7,211.07,BIG SPENDER
3622,340,3,96.45,REGULAR
3623,531,1,10.77,RISK
3624,531,1,10.77,RISK
3625,531,1,86.31,RISK
3626,531,1,11.77,RISK
3627,531,1,14.37,RISK
3628,531,1,0.0,RISK
3629,531,1,11.99,RISK
3630,215,3,120.29,REGULAR
3631,531,1,45.89,RISK
3632,278,2,40.93,REGULAR
3633,531,1,30.97,RISK
3634,531,1,13.97,RISK
3635,68,3,149.02,BIG SPENDER
3636,508,1,11.77,RISK
3637,528,1,25.37,RISK
3638,15,34,866.42,STARS
3639,109,5,173.48,BIG SPENDER
3640,531,1,107.02,RISK
3641,193,2,93.96,REGULAR
3642,202,4,211.39,REGULAR
3643,450,2,48.9,REGULAR
3644,531,1,14.37,RISK
3645,355,3,54.52,REGULAR
3646,109,4,140.11,BIG SPENDER
3647,344,2,69.27,REGULAR
3648,406,2,77.6,REGULAR
3649,173,2,57.23,REGULAR
3650,531,1,38.99,RISK
3651,474,1,43.89,RISK
3652,288,3,236.3,REGULAR
3653,124,8,352.58,BIG SPENDER
3654,531,1,38.51,RISK
3655,518,3,74.67,REGULAR
3656,46,5,59.73,BIG SPENDER
3657,26,8,219.5,STARS
3658,531,1,37.99,RISK
3659,340,2,51.53,REGULAR
3660,103,3,32.96,BIG SPENDER
3661,112,5,168.66,BIG SPENDER
3662,531,1,24.99,RISK
3663,531,1,66.23,RISK
3664,531,1,28.74,RISK
3665,292,2,26.96,REGULAR
3666,531,1,30.15,RISK
3667,531,1,35.98,RISK
3668,15,5,243.66,BIG SPENDER
3669,221,4,93.59,REGULAR
3670,78,10,276.06,BIG SPENDER
3671,455,3,67.66,REGULAR
3672,531,1,38.77,RISK
3673,531,1,15.76,RISK
3674,531,1,30.13,RISK
3675,221,2,74.22,REGULAR
3676,223,4,56.74,REGULAR
3677,531,1,29.99,RISK
3678,114,4,359.21,BIG SPENDER
3679,516,1,21.77,RISK
3680,531,1,16.99,RISK
3681,88,6,165.92,BIG SPENDER
3682,531,1,13.97,RISK
3683,531,1,30.72,RISK
3684,531,1,10.77,RISK
3685,27,4,119.63,BIG SPENDER
3686,52,2,41.47,BIG SPENDER
3687,478,3,90.19,REGULAR
3688,531,1,14.7,RISK
3689,52,4,240.11,BIG SPENDER
3690,531,1,19.99,RISK
3691,259,2,55.83,REGULAR
3692,531,1,11.77,RISK
3693,531,1,26.74,RISK
3694,9,23,313.94,STARS
3695,531,1,11.77,RISK
3696,531,1,42.64,RISK
3697,509,1,14.37,RISK
3698,531,1,25.14,RISK
3699,531,1,14.9,RISK
3700,531,1,17.76,RISK
3701,56,6,371.81,BIG SPENDER
3702,372,2,106.14,REGULAR
3703,531,1,28.76,RISK
3704,531,1,27.99,RISK
3705,504,3,87.95,REGULAR
3706,531,1,15.96,RISK
3707,531,1,20.99,RISK
3708,29,4,52.29,BIG SPENDER
3709,531,1,57.54,RISK
3710,531,1,12.49,RISK
3711,319,4,123.53,REGULAR
3712,100,5,101.34,BIG SPENDER
3713,44,14,890.49,STARS
3714,479,3,45.29,REGULAR
3715,40,5,273.64,BIG SPENDER
3716,531,1,20.99,RISK
3717,74,10,177.33,BIG SPENDER
3718,531,1,20.38,RISK
3719,531,1,93.47,RISK
3720,62,8,153.3,BIG SPENDER
3721,531,1,51.98,RISK
3722,380,3,81.4,REGULAR
3723,486,3,186.87,REGULAR
3724,531,1,14.96,RISK
3725,32,4,51.41,BIG SPENDER
3726,531,1,29.98,RISK
3727,115,3,33.25,BIG SPENDER
3728,531,1,25.96,RISK
3729,531,1,38.97,RISK
3730,531,1,27.76,RISK
3731,531,1,0.0,RISK
3732,530,1,9.99,RISK
3733,44,15,809.89,STARS
3734,88,5,50.55,BIG SPENDER
3735,512,1,16.36,RISK
3736,121,6,172.76,BIG SPENDER
3737,231,4,301.87,BIG SPENDER
3738,530,1,60.54,RISK
3739,331,4,71.58,REGULAR
3740,530,1,13.99,RISK
3741,530,1,63.34,RISK
3742,82,10,159.92,BIG SPENDER
3743,525,1,10.97,RISK
3744,530,1,37.51,RISK
3745,530,1,19.3,RISK
3746,530,1,41.1,RISK
3747,366,3,63.12,REGULAR
3748,530,1,16.76,RISK
3749,530,1,46.07,RISK
3750,196,3,73.26,REGULAR
3751,530,1,11.77,RISK
3752,224,2,40.75,REGULAR
3753,529,1,52.94,RISK
3754,530,1,21.74,RISK
3755,530,1,21.98,RISK
3756,530,1,15.36,RISK
3757,198,4,49.79,REGULAR
3758,216,3,126.07,REGULAR
3759,282,5,191.45,BIG SPENDER
3760,467,1,29.58,RISK
3761,530,1,33.4,RISK
3762,348,4,147.55,REGULAR
3763,530,1,29.98,RISK
3764,530,1,13.97,RISK
3765,8,3,148.16,STARS
3766,530,1,56.89,RISK
3767,507,2,133.3,REGULAR
3768,530,1,16.36,RISK
3769,333,3,322.55,REGULAR
3770,364,3,133.95,REGULAR
3771,530,1,47.76,RISK
3772,530,1,13.97,RISK
3773,529,1,98.16,RISK
3774,86,4,221.05,BIG SPENDER
3775,530,1,39.3,RISK
3776,475,1,13.97,RISK
3777,530,1,20.97,RISK
3778,381,5,305.12,BIG SPENDER
3779,530,1,13.97,RISK
3780,141,4,260.32,BIG SPENDER
3781,530,1,38.91,RISK
3782,175,6,136.24,BIG SPENDER
3783,13,8,278.7,STARS
3784,237,7,275.78,BIG SPENDER
3785,530,2,53.67,REGULAR
3786,530,1,14.96,RISK
3787,530,1,11.77,RISK
3788,20,8,366.44,STARS
3789,26,3,229.8,BIG SPENDER
3790,144,2,188.48,BIG SPENDER
3791,119,6,327.88,BIG SPENDER
3792,530,1,14.96,RISK
3793,530,1,81.45,RISK
3794,530,1,15.36,RISK
3795,35,16,501.49,STARS
3796,530,1,11.77,RISK
3797,530,1,6.77,RISK
3798,530,1,13.97,RISK
3799,90,5,134.32,BIG SPENDER
3800,14,2,25.96,BIG SPENDER
3801,10,3,53.44,BIG SPENDER
3802,530,1,16.76,RISK
3803,530,1,51.3,RISK
3804,530,1,30.37,RISK
3805,372,2,11.58,REGULAR
3806,35,12,237.0,BIG SPENDER
3807,507,2,40.1,REGULAR
3808,530,1,13.97,RISK
3809,530,1,17.9,RISK
3810,530,1,19.99,RISK
3811,498,2,30.72,REGULAR
3812,153,4,409.21,BIG SPENDER
3813,530,1,28.67,RISK
3814,530,1,14.37,RISK
3815,530,1,16.36,RISK
3816,530,1,39.99,RISK
3817,530,1,21.74,RISK
3818,436,3,75.41,REGULAR
3819,372,3,286.39,REGULAR
3820,463,2,42.1,REGULAR
3821,530,1,20.94,RISK
3822,530,1,0.0,RISK
3823,448,4,66.85,REGULAR
3824,530,1,7.98,RISK
3825,530,1,14.79,RISK
3826,530,1,12.49,RISK
3827,530,1,22.76,RISK
3828,143,5,156.18,BIG SPENDER
3829,530,1,35.52,RISK
3830,530,1,12.49,RISK
3831,529,1,73.26,RISK
3832,350,5,95.12,REGULAR
3833,5,3,145.8,STARS
3834,530,1,11.77,RISK
3835,136,4,220.11,BIG SPENDER
3836,530,1,11.77,RISK
3837,519,1,200.92,RISK
3838,530,1,11.56,RISK
3839,530,1,13.97,RISK
3840,150,3,176.41,BIG SPENDER
3841,260,2,156.22,REGULAR
3842,530,1,10.98,RISK
3843,530,1,16.99,RISK
3844,132,2,30.48,BIG SPENDER
3845,530,1,37.99,RISK
3846,245,2,55.94,REGULAR
3847,530,1,25.94,RISK
3848,451,2,73.42,REGULAR
3849,36,8,172.93,BIG SPENDER
3850,530,1,35.4,RISK
3851,503,1,45.74,RISK
3852,57,2,53.74,BIG SPENDER
3853,530,1,41.9,RISK
3854,371,2,58.85,REGULAR
3855,201,2,88.18,REGULAR
3856,223,4,133.16,REGULAR
3857,500,3,41.55,REGULAR
3858,3,7,119.74,STARS
3859,110,3,39.54,BIG SPENDER
3860,530,1,83.43,RISK
3861,383,2,43.95,REGULAR
3862,530,1,20.99,RISK
3863,124,3,205.98,BIG SPENDER
3864,530,1,56.09,RISK
3865,530,1,12.49,RISK
3866,530,1,19.54,RISK
3867,96,2,103.96,BIG SPENDER
3868,347,2,38.27,REGULAR
3869,65,26,367.31,STARS
3870,75,13,942.57,BIG SPENDER
3871,423,2,34.36,REGULAR
3872,530,1,14.96,RISK
3873,57,6,239.57,BIG SPENDER
3874,509,1,58.47,RISK
3875,530,1,0.0,RISK
3876,530,1,44.12,RISK
3877,530,1,9.98,RISK
3878,35,3,109.52,BIG SPENDER
3879,530,1,35.99,RISK
3880,530,1,15.36,RISK
3881,530,1,56.06,RISK
3882,12,14,389.92,STARS
3883,4,14,919.74,STARS
3884,526,1,25.33,RISK
3885,530,1,8.97,RISK
3886,530,1,24.98,RISK
3887,23,9,433.05,STARS
3888,104,25,324.53,BIG SPENDER
3889,494,1,12.77,RISK
3890,530,1,21.74,RISK
3891,530,1,9.99,RISK
3892,530,1,19.99,RISK
3893,530,1,30.92,RISK
3894,530,1,11.97,RISK
3895,530,1,22.99,RISK
3896,530,1,19.54,RISK
3897,291,3,36.47,REGULAR
3898,104,5,147.74,BIG SPENDER
3899,73,11,286.21,BIG SPENDER
3900,446,2,65.44,REGULAR
3901,2,41,2411.53,STARS
3902,512,2,289.66,REGULAR
3903,7,10,142.58,STARS
3904,530,1,15.36,RISK
3905,530,1,14.37,RISK
3906,530,1,59.42,RISK
3907,74,3,154.67,BIG SPENDER
3908,192,3,102.46,REGULAR
3909,530,1,11.77,RISK
3910,449,2,24.54,REGULAR
3911,364,3,96.42,REGULAR
3912,530,1,15.36,RISK
3913,530,2,52.54,REGULAR
3914,530,1,14.99,RISK
3915,209,4,57.28,REGULAR
3916,79,3,100.01,BIG SPENDER
3917,530,1,15.98,RISK
3918,13,19,566.58,STARS
3919,530,1,15.99,RISK
3920,530,1,13.97,RISK
3921,530,2,162.2,REGULAR
3922,530,1,14.37,RISK
3923,530,1,74.34,RISK
3924,530,1,21.77,RISK
3925,499,2,45.73,REGULAR
3926,530,1,17.36,RISK
3927,170,3,184.06,BIG SPENDER
3928,530,1,24.37,RISK
3929,98,2,229.17,BIG SPENDER
3930,530,1,50.31,RISK
3931,523,2,66.8,REGULAR
3932,528,1,36.68,RISK
3933,484,2,109.57,REGULAR
3934,522,2,126.22,REGULAR
3935,530,1,9.77,RISK
3936,12,12,642.02,STARS
3937,530,1,18.99,RISK
3938,511,1,13.97,RISK
3939,530,1,32.51,RISK
3940,523,2,80.48,REGULAR
3941,530,1,15.99,RISK
3942,314,10,202.65,BIG SPENDER
3943,530,1,38.9,RISK
3944,530,1,19.99,RISK
3945,530,1,29.95,RISK
3946,527,1,10.77,RISK
3947,530,1,17.3,RISK
3948,160,14,415.57,BIG SPENDER
3949,530,1,24.73,RISK
3950,530,1,32.76,RISK
3951,101,2,81.8,BIG SPENDER
3952,527,1,43.3,RISK
3953,530,1,50.97,RISK
3954,181,2,44.14,BIG SPENDER
3955,530,1,7.78,RISK
3956,132,8,221.22,BIG SPENDER
3957,530,1,13.97,RISK
3958,530,1,25.93,RISK
3959,530,1,27.77,RISK
3960,119,5,135.91,BIG SPENDER
3961,530,1,31.31,RISK
3962,130,4,253.43,BIG SPENDER
3963,481,3,169.18,REGULAR
3964,530,1,21.77,RISK
3965,456,3,44.53,REGULAR
3966,435,2,75.66,REGULAR
3967,464,2,95.59,REGULAR
3968,485,2,83.81,REGULAR
3969,530,1,29.37,RISK
3970,272,6,253.7,BIG SPENDER
3971,152,9,312.79,BIG SPENDER
3972,528,1,44.76,RISK
3973,530,1,65.97,RISK
3974,260,2,40.72,REGULAR
3975,530,1,15.96,RISK
3976,517,1,12.97,RISK
3977,195,3,174.85,REGULAR
3978,516,2,40.72,REGULAR
3979,530,1,10.77,RISK
3980,452,2,58.84,REGULAR
3981,0,12,557.76,STARS
3982,60,7,483.18,BIG SPENDER
3983,530,1,11.97,RISK
3984,17,7,285.74,STARS
3985,5,21,523.02,STARS
3986,476,2,107.94,REGULAR
3987,530,1,65.37,RISK
3988,516,2,59.28,REGULAR
3989,530,1,14.37,RISK
3990,530,1,12.97,RISK
3991,161,8,222.13,BIG SPENDER
3992,530,1,12.49,RISK
3993,132,6,161.21,BIG SPENDER
3994,529,1,30.72,RISK
3995,529,1,23.54,RISK
3996,169,4,55.0,REGULAR
3997,529,1,18.77,RISK
3998,335,3,161.89,REGULAR
3999,102,3,86.45,BIG SPENDER
4000,529,1,17.9,RISK
4001,529,1,36.74,RISK
4002,108,4,226.0,BIG SPENDER
4003,518,3,56.14,REGULAR
4004,529,1,13.97,RISK
4005,113,3,60.59,BIG SPENDER
4006,529,1,9.97,RISK
4007,529,1,23.74,RISK
4008,495,2,29.97,REGULAR
4009,529,1,12.77,RISK
4010,10,20,357.68,STARS
4011,529,1,39.98,RISK
4012,365,2,56.91,REGULAR
4013,525,2,152.36,REGULAR
4014,219,4,249.58,BIG SPENDER
4015,256,2,143.32,REGULAR
4016,529,1,20.94,RISK
4017,126,5,148.37,BIG SPENDER
4018,161,2,122.16,BIG SPENDER
4019,98,2,30.26,BIG SPENDER
4020,468,3,125.95,REGULAR
4021,529,1,25.74,RISK
4022,458,3,67.64,REGULAR
4023,529,1,11.77,RISK
4024,322,3,34.01,REGULAR
4025,529,1,47.88,RISK
4026,55,3,82.57,BIG SPENDER
4027,529,1,14.7,RISK
4028,529,1,35.91,RISK
4029,529,1,32.37,RISK
4030,529,1,23.99,RISK
4031,529,1,29.92,RISK
4032,44,6,240.42,BIG SPENDER
4033,128,4,153.98,BIG SPENDER
4034,451,2,75.64,REGULAR
4035,14,6,210.18,BIG SPENDER
4036,246,4,95.63,REGULAR
4037,529,1,14.37,RISK
4038,443,2,67.84,REGULAR
4039,526,1,14.37,RISK
4040,335,2,254.75,REGULAR
4041,98,5,106.05,BIG SPENDER
4042,529,1,13.77,RISK
4043,529,1,23.54,RISK
4044,529,1,39.91,RISK
4045,529,1,24.54,RISK
4046,479,2,52.3,REGULAR
4047,529,1,27.13,RISK
4048,529,1,57.89,RISK
4049,529,1,61.18,RISK
4050,99,2,54.68,BIG SPENDER
4051,446,3,40.5,REGULAR
4052,70,5,159.56,BIG SPENDER
4053,529,1,11.77,RISK
4054,20,2,43.97,BIG SPENDER
4055,217,5,168.44,BIG SPENDER
4056,229,2,120.57,REGULAR
4057,100,5,70.42,BIG SPENDER
4058,529,1,11.77,RISK
4059,529,1,30.76,RISK
4060,507,2,74.81,REGULAR
4061,529,1,29.33,RISK
4062,5,2,23.26,STARS
4063,529,1,37.51,RISK
4064,529,1,20.0,RISK
4065,484,2,109.51,REGULAR
4066,8,8,356.61,STARS
4067,152,8,256.9,BIG SPENDER
4068,529,1,85.98,RISK
4069,514,2,43.08,REGULAR
4070,529,1,14.37,RISK
4071,529,1,14.96,RISK
4072,17,17,494.05,STARS
4073,118,3,101.71,BIG SPENDER
4074,529,1,38.5,RISK
4075,529,1,19.99,RISK
4076,523,1,42.41,RISK
4077,529,1,3.99,RISK
4078,131,13,495.33,BIG SPENDER
4079,1,5,324.9,STARS
4080,523,1,219.75,RISK
4081,529,1,49.48,RISK
4082,529,1,44.94,RISK
4083,166,2,30.69,REGULAR
4084,529,1,10.97,RISK
4085,246,6,95.83,REGULAR
4086,529,1,14.96,RISK
4087,529,1,12.97,RISK
4088,209,8,189.03,BIG SPENDER
4089,18,8,147.12,STARS
4090,95,5,94.57,BIG SPENDER
4091,152,2,294.71,BIG SPENDER
4092,151,3,77.65,REGULAR
4093,274,3,219.85,REGULAR
4094,529,1,84.59,RISK
4095,529,1,14.37,RISK
4096,456,2,41.52,REGULAR
4097,212,7,294.23,BIG SPENDER
4098,529,1,51.08,RISK
4099,16,2,50.47,BIG SPENDER
4100,529,1,38.97,RISK
4101,375,2,25.49,REGULAR
4102,529,1,11.99,RISK
4103,467,2,47.91,REGULAR
4104,529,1,14.37,RISK
4105,529,1,15.36,RISK
4106,13,22,644.48,STARS
4107,513,2,56.96,REGULAR
4108,529,1,67.7,RISK
4109,529,1,37.98,RISK
4110,529,1,11.77,RISK
4111,4,9,257.67,STARS
4112,529,1,11.77,RISK
4113,365,3,268.84,REGULAR
4114,481,2,141.16,REGULAR
4115,211,16,474.73,BIG SPENDER
4116,529,1,16.36,RISK
4117,529,1,15.77,RISK
4118,64,2,36.6,BIG SPENDER
4119,74,10,552.35,BIG SPENDER
4120,529,1,13.97,RISK
4121,529,1,48.95,RISK
4122,298,2,56.27,REGULAR
4123,27,4,129.25,BIG SPENDER
4124,528,1,42.73,RISK
4125,337,6,98.99,REGULAR
4126,529,1,18.36,RISK
4127,529,1,27.76,RISK
4128,23,3,57.53,BIG SPENDER
4129,309,2,61.72,REGULAR
4130,529,1,41.09,RISK
4131,153,5,312.39,BIG SPENDER
4132,529,2,96.82,REGULAR
4133,524,1,35.31,RISK
4134,529,1,27.67,RISK
4135,529,1,14.96,RISK
4136,278,2,30.95,REGULAR
4137,529,1,14.77,RISK
4138,529,1,21.54,RISK
4139,518,1,66.69,RISK
4140,529,1,12.97,RISK
4141,529,1,20.0,RISK
4142,529,1,11.77,RISK
4143,28,2,44.22,BIG SPENDER
4144,529,1,15.76,RISK
4145,29,4,209.01,BIG SPENDER
4146,528,1,61.44,RISK
4147,99,5,88.15,BIG SPENDER
4148,529,1,11.77,RISK
4149,529,1,15.36,RISK
4150,512,1,63.69,RISK
4151,499,3,183.36,REGULAR
4152,529,1,14.37,RISK
4153,94,8,158.88,BIG SPENDER
4154,529,1,14.37,RISK
4155,69,4,225.7,BIG SPENDER
4156,522,1,17.7,RISK
4157,529,1,9.98,RISK
4158,115,4,48.17,BIG SPENDER
4159,94,36,931.68,BIG SPENDER
4160,529,1,14.99,RISK
4161,64,2,39.22,BIG SPENDER
4162,529,1,12.49,RISK
4163,529,1,39.5,RISK
4164,495,2,85.02,REGULAR
4165,5,22,624.24,STARS
4166,527,1,20.76,RISK
4167,483,1,14.99,RISK
4168,529,1,46.77,RISK
4169,474,4,297.7,REGULAR
4170,521,2,29.53,REGULAR
4171,17,20,365.2,STARS
4172,529,1,13.97,RISK
4173,209,3,79.25,REGULAR
4174,290,2,45.98,REGULAR
4175,529,1,33.12,RISK
4176,529,1,13.97,RISK
4177,126,4,178.24,BIG SPENDER
4178,90,3,55.04,BIG SPENDER
4179,529,1,13.97,RISK
4180,38,7,277.79,BIG SPENDER
4181,265,6,211.69,BIG SPENDER
4182,31,9,131.71,STARS
4183,18,7,116.69,BIG SPENDER
4184,29,18,588.91,STARS
4185,529,1,63.47,RISK
4186,529,1,14.37,RISK
4187,529,1,6.78,RISK
4188,529,1,11.77,RISK
4189,33,4,67.84,BIG SPENDER
4190,426,2,66.11,REGULAR
4191,529,1,12.77,RISK
4192,529,1,9.77,RISK
4193,529,1,278.86,RISK
4194,204,3,86.49,REGULAR
4195,22,24,665.3,STARS
4196,451,2,24.54,REGULAR
4197,529,1,10.77,RISK
4198,529,1,43.69,RISK
4199,529,1,14.79,RISK
4200,521,2,25.14,REGULAR
4201,168,2,47.42,BIG SPENDER
4202,529,1,24.74,RISK
4203,157,9,221.92,BIG SPENDER
4204,298,3,95.74,REGULAR
4205,529,1,65.33,RISK
4206,37,7,317.71,BIG SPENDER
4207,529,1,19.77,RISK
4208,529,1,18.99,RISK
4209,206,9,624.04,BIG SPENDER
4210,529,1,33.4,RISK
4211,201,4,113.91,REGULAR
4212,529,1,37.5,RISK
4213,529,1,15.7,RISK
4214,529,1,14.37,RISK
4215,209,3,111.03,REGULAR
4216,529,1,18.36,RISK
4217,529,1,8.77,RISK
4218,529,1,17.7,RISK
4219,94,7,292.79,BIG SPENDER
4220,529,1,22.7,RISK
4221,529,1,11.77,RISK
4222,463,2,24.98,REGULAR
4223,529,1,28.99,RISK
4224,529,1,25.76,RISK
4225,69,14,585.28,BIG SPENDER
4226,529,1,92.98,RISK
4227,75,6,75.17,BIG SPENDER
4228,529,1,87.78,RISK
4229,104,3,92.96,BIG SPENDER
4230,280,3,174.87,REGULAR
4231,529,1,30.73,RISK
4232,69,5,116.64,BIG SPENDER
4233,516,1,115.32,RISK
4234,84,5,150.31,BIG SPENDER
4235,233,4,93.53,REGULAR
4236,371,2,96.05,REGULAR
4237,206,4,346.32,BIG SPENDER
4238,528,1,35.34,RISK
4239,282,2,24.76,REGULAR
4240,98,11,755.19,BIG SPENDER
4241,528,1,33.4,RISK
4242,528,1,21.99,RISK
4243,528,1,27.98,RISK
4244,528,1,23.54,RISK
4245,528,1,43.37,RISK
4246,497,4,129.77,REGULAR
4247,78,5,117.04,BIG SPENDER
4248,387,2,19.54,REGULAR
4249,528,1,26.72,RISK
4250,429,3,180.15,REGULAR
4251,528,1,44.12,RISK
4252,528,1,32.27,RISK
4253,528,1,15.36,RISK
4254,528,1,35.0,RISK
4255,527,2,48.84,REGULAR
4256,98,9,118.48,BIG SPENDER
4257,528,1,14.37,RISK
4258,528,1,34.99,RISK
4259,167,5,317.12,BIG SPENDER
4260,528,1,15.36,RISK
4261,527,1,37.2,RISK
4262,450,3,72.14,REGULAR
4263,64,2,39.73,BIG SPENDER
4264,43,9,178.64,BIG SPENDER
4265,115,3,85.7,BIG SPENDER
4266,245,3,169.12,REGULAR
4267,528,1,83.7,RISK
4268,16,2,97.64,BIG SPENDER
4269,527,1,10.77,RISK
4270,484,1,34.99,RISK
4271,528,1,40.0,RISK
4272,16,13,959.91,STARS
4273,57,3,142.85,BIG SPENDER
4274,48,6,337.04,BIG SPENDER
4275,528,1,55.5,RISK
4276,528,1,14.78,RISK
4277,4,9,322.73,STARS
4278,33,3,131.86,BIG SPENDER
4279,528,1,90.17,RISK
4280,124,10,285.8,BIG SPENDER
4281,528,1,65.54,RISK
4282,528,1,74.05,RISK
4283,344,3,279.54,REGULAR
4284,219,12,234.16,BIG SPENDER
4285,528,1,15.36,RISK
4286,293,4,89.28,REGULAR
4287,347,2,205.0,REGULAR
4288,497,3,73.45,REGULAR
4289,288,4,332.17,BIG SPENDER
4290,92,6,147.09,BIG SPENDER
4291,339,2,66.1,REGULAR
4292,528,1,11.77,RISK
4293,528,1,22.76,RISK
4294,92,3,165.11,BIG SPENDER
4295,528,1,52.75,RISK
4296,513,1,37.54,RISK
4297,200,4,139.66,REGULAR
4298,156,2,41.12,BIG SPENDER
4299,528,1,12.49,RISK
4300,477,2,37.51,REGULAR
4301,395,3,59.65,REGULAR
4302,53,8,745.53,BIG SPENDER
4303,15,2,60.66,BIG SPENDER
4304,376,2,37.1,REGULAR
4305,493,2,85.39,REGULAR
4306,471,2,20.75,REGULAR
4307,480,4,54.26,REGULAR
4308,528,1,12.49,RISK
4309,197,2,72.28,REGULAR
4310,528,1,15.36,RISK
4311,422,5,124.7,REGULAR
4312,528,1,14.37,RISK
4313,528,1,12.49,RISK
4314,528,1,15.36,RISK
4315,528,1,14.99,RISK
4316,379,4,68.87,REGULAR
4317,528,1,44.1,RISK
4318,330,3,42.7,REGULAR
4319,528,1,14.99,RISK
4320,11,10,209.29,STARS
4321,237,8,331.71,BIG SPENDER
4322,472,2,64.97,REGULAR
4323,15,4,124.71,BIG SPENDER
4324,74,4,90.5,BIG SPENDER
4325,436,2,46.08,REGULAR
4326,59,2,82.87,BIG SPENDER
4327,490,2,41.9,REGULAR
4328,21,14,808.2,STARS
4329,512,2,68.43,REGULAR
4330,528,1,19.54,RISK
4331,147,5,177.83,BIG SPENDER
4332,128,3,96.09,BIG SPENDER
4333,424,2,76.05,REGULAR
4334,297,3,100.18,REGULAR
4335,263,4,103.68,REGULAR
4336,14,6,70.2,BIG SPENDER
4337,12,2,30.89,BIG SPENDER
4338,528,1,13.97,RISK
4339,528,1,42.1,RISK
4340,48,2,15.26,BIG SPENDER
4341,515,2,28.74,REGULAR
4342,528,1,14.37,RISK
4343,310,3,142.76,REGULAR
4344,528,1,14.37,RISK
4345,528,1,5.99,RISK
4346,141,5,65.26,BIG SPENDER
4347,528,1,18.99,RISK
4348,528,1,18.99,RISK
4349,528,1,23.54,RISK
4350,270,3,213.38,REGULAR
4351,523,2,53.27,REGULAR
4352,509,1,46.28,RISK
4353,477,1,17.7,RISK
4354,528,1,14.96,RISK
4355,528,1,66.46,RISK
4356,528,1,9.77,RISK
4357,528,1,33.66,RISK
4358,0,5,160.91,STARS
4359,487,2,400.84,REGULAR
4360,528,1,14.96,RISK
4361,111,3,152.98,BIG SPENDER
4362,528,1,59.85,RISK
4363,528,1,14.37,RISK
4364,528,1,14.79,RISK
4365,526,1,18.56,RISK
4366,528,1,23.54,RISK
4367,528,1,9.99,RISK
4368,528,1,20.99,RISK
4369,528,1,25.52,RISK
4370,246,3,58.02,REGULAR
4371,528,1,13.77,RISK
4372,337,3,286.94,REGULAR
4373,528,1,4.79,RISK
4374,375,3,43.06,REGULAR
4375,146,8,307.74,BIG SPENDER
4376,528,1,11.77,RISK
4377,528,1,21.99,RISK
4378,528,1,17.99,RISK
4379,528,1,20.75,RISK
4380,528,1,31.4,RISK
4381,203,2,45.49,REGULAR
4382,439,2,44.78,REGULAR
4383,69,13,578.02,BIG SPENDER
4384,528,1,0.0,RISK
4385,513,3,63.07,REGULAR
4386,528,2,29.92,REGULAR
4387,527,1,28.93,RISK
4388,333,4,1020.38,BIG SPENDER
4389,528,1,18.99,RISK
4390,528,1,14.79,RISK
4391,346,3,60.51,REGULAR
4392,138,3,55.33,BIG SPENDER
4393,493,1,32.54,RISK
4394,32,5,147.23,BIG SPENDER
4395,384,3,53.66,REGULAR
4396,276,3,47.52,REGULAR
