customer_id,order_date,order_quantity,order_amounts
385,19970201,3,41.68
385,19970419,1,12.77
385,19970823,2,24.49
385,19971019,3,61.97
385,19971205,2,29.48
385,19980124,1,12.49
386,19970117,1,14.37
387,19970117,2,30.73
388,19970118,1,20.97
388,19970505,7,100.59
389,19970118,2,17.88
389,19970224,1,14.79
389,19970330,1,29.37
389,19971218,2,27.98
390,19970118,1,14.37
391,19970118,2,42.73
392,19970118,1,15.36
393,19970118,1,15.36
394,19970118,1,15.36
394,19970718,12,189.64
395,19970118,2,24.14
395,19970118,1,25.77
395,19970218,2,23.54
396,19970118,3,33.31
396,19971215,3,38.97
397,19970118,1,25.77
397,19970221,1,16.96
397,19970419,1,14.37
397,19970616,1,11.77
398,19970118,2,34.98
398,19970315,1,29.99
399,19970118,2,19.54
400,19970118,2,23.54
401,19970118,1,6.79
401,19970605,2,24.02
401,19970620,1,12.25
402,19970118,2,20.75
403,19970118,1,14.99
403,19970513,1,46.37
403,19970525,6,84.19
403,19970626,1,25.97
403,19970714,1,25.77
403,19970715,5,64.43
403,19970728,2,33.96
403,19970820,1,19.99
403,19970824,3,57.71
403,19971206,6,93.94
403,19980106,1,24.49
403,19980228,2,24.87
403,19980422,5,61.34
404,19970118,1,20.97
404,19970302,1,15.38
404,19980212,2,18.98
405,19970118,1,11.77
406,19970118,2,32.74
406,19970206,4,56.66
406,19970509,1,11.77
407,19970118,2,28.93
407,19970829,1,14.96
407,19980611,2,23.76
408,19970118,3,44.29
409,19970118,6,55.04
410,19970118,3,41.25
410,19970619,2,28.34
410,19971118,1,12.49
410,19980405,2,24.48
410,19980519,2,23.98
411,19970118,4,56.66
412,19970118,6,97.22
412,19970122,1,15.36
412,19970211,1,15.36
412,19971230,18,271.82
412,19980102,2,31.98
413,19970118,2,73.13
414,19970118,2,34.72
414,19971114,2,19.98
415,19970119,2,30.32
415,19970121,1,13.77
415,19970308,1,14.96
415,19970614,2,24.95
415,19971011,1,12.99
415,19971030,1,59.49
415,19971123,1,11.49
415,19971210,1,18.49
416,19970119,3,35.31
417,19970119,1,10.77
418,19970119,2,26.74
419,19970119,1,11.77
419,19980302,1,29.49
420,19970119,2,39.36
420,19971202,2,30.98
421,19970119,1,16.9
422,19970119,2,27.13
422,19970226,4,59.83
422,19970416,3,45.11
422,19971206,4,41.46
423,19970119,6,82.41
423,19970218,1,11.77
423,19970606,1,14.96
424,19970119,2,23.54
424,19980203,1,11.88
424,19980308,2,24.87
424,19980308,1,11.99
424,19980420,2,29.98
424,19980506,3,43.97
425,19970119,1,12.49
426,19970119,3,36.73
427,19970119,1,21.37
427,19970219,2,29.33
428,19970119,1,12.49
428,19970621,3,38.33
428,19970817,1,11.77
428,19971031,1,13.99
428,19980410,1,72.99
428,19980501,1,72.99
428,19980607,3,42.47
429,19970119,1,15.36
430,19970119,1,15.36
431,19970119,2,31.72
431,19971020,3,49.47
432,19970119,1,11.77
433,19970119,4,49.87
434,19970119,3,37.51
434,19970319,2,25.74
434,19980429,3,58.74
435,19970119,1,9.77
436,19970119,2,39.98
437,19970119,4,58.89
438,19970119,2,31.52
439,19970119,1,15.99
439,19970526,2,34.14
440,19970119,5,84.02
440,19970307,6,88.6
440,19970721,7,106.55
441,19970119,2,25.74
441,19970216,1,13.97
441,19970715,1,13.97
441,19970717,1,12.97
441,19970725,1,14.79
441,19971205,4,57.96
441,19971220,1,13.99
441,19971231,4,53.96
441,19980317,1,13.49
441,19980414,1,12.99
441,19980612,3,44.47
442,19970119,1,13.97
443,19970119,3,65.97
444,19970120,2,29.92
444,19970127,2,29.98
444,19970211,2,29.98
444,19980213,1,12.99
445,19970120,2,18.56
446,19970120,1,22.99
446,19970314,2,24.48
446,19970422,1,13.97
446,19970526,1,23.88
446,19970616,2,24.49
446,19970723,2,23.54
446,19970729,2,28.73
446,19980604,1,11.88
447,19970120,1,14.99
448,19970120,1,18.36
448,19970204,3,44.97
449,19970120,1,14.96
450,19970120,4,71.69
450,19970316,2,27.33
451,19970120,13,150.21
451,19970323,7,83.39
451,19971011,3,52.97
452,19970120,2,25.74
452,19970519,1,11.77
453,19970120,5,72.25
453,19970122,1,35.37
453,19970407,2,27.14
454,19970120,2,30.72
454,19970729,1,14.37
455,19970120,2,29.92
456,19970120,1,17.76
456,19970206,1,11.77
456,19970328,5,77.48
456,19970428,6,80.41
456,19970505,3,34.5
456,19970718,1,14.37
456,19970718,2,29.58
456,19970804,6,107.6
456,19970804,4,60.05
456,19970806,4,52.46
456,19971107,2,26.98
456,19971118,3,59.97
456,19971215,1,13.99
456,19980319,9,117.37
457,19970120,1,19.99
457,19970209,1,9.98
457,19970217,1,12.77
457,19970424,2,25.48
457,19970506,2,27.85
458,19970120,2,23.73
459,19970120,5,76.23
460,19970120,3,43.89
461,19970120,1,15.99
461,19970319,1,34.77
461,19970321,1,22.77
461,19970408,2,23.74
461,19970429,1,15.36
461,19970430,1,12.97
461,19970613,1,14.37
461,19970717,1,25.77
461,19980125,2,21.98
461,19980310,1,29.49
461,19980504,1,14.99
461,19980604,1,14.49
462,19970120,4,59.25
463,19970120,2,29.33
463,19970321,4,58.07
464,19970120,2,22.94
464,19970519,3,38.71
464,19971002,6,61.44
464,19971230,3,30.47
465,19970120,2,23.96
466,19970120,2,29.73
466,19970427,3,43.3
466,19970630,1,21.77
466,19980531,4,62.46
467,19970120,3,16.31
467,19970829,3,51.5
468,19970120,3,41.91
468,19971013,3,19.97
469,19970120,2,25.74
469,19970130,1,12.77
469,19970714,1,14.96
469,19970724,2,28.93
469,19970821,2,29.92
469,19971013,1,12.99
469,19971118,1,12.49
470,19970120,4,51.48
470,19980519,5,54.84
471,19970120,1,14.37
471,19970206,1,14.79
471,19971206,4,51.96
472,19970120,3,40.73
473,19970120,1,9.98
474,19970120,2,26.76
474,19970608,1,11.77
474,19970913,2,28.48
474,19980419,4,48.55
475,19970120,2,30.86
476,19970120,3,34.31
477,19970120,4,56.87
477,19970122,3,31.31
477,19970913,2,25.98
477,19970927,2,46.98
477,19970929,1,14.49
477,19971228,1,10.49
477,19980301,1,19.99
478,19970120,1,19.99
478,19971013,1,5.49
478,19971025,1,15.49
479,19970121,1,10.97
480,19970121,4,49.44
480,19970417,7,55.79
480,19970619,5,58.1
480,19980104,4,34.46
480,19980302,6,56.94
481,19970121,2,27.54
481,19970621,6,89.48
481,19980401,7,128.13
482,19970121,1,14.96
483,19970121,1,11.99
483,19970322,1,11.97
484,19970121,1,13.97
485,19970121,3,31.51
485,19970124,3,44.51
485,19970128,1,11.77
485,19970205,1,11.77
485,19970205,1,14.37
485,19970205,1,9.97
485,19970224,7,81.41
485,19970318,3,40.11
485,19970324,3,40.71
485,19970428,5,59.85
485,19970521,5,65.63
485,19970527,5,74.77
485,19970623,5,62.04
485,19970910,3,33.47
486,19970121,1,13.97
487,19970121,4,65.32
487,19970121,1,14.79
487,19970207,1,14.79
487,19970225,2,28.76
487,19970302,2,33.48
487,19970325,3,47.12
488,19970121,1,21.99
489,19970121,1,9.98
490,19970121,2,37.48
490,19971024,7,102.93
491,19970121,2,26.13
491,19970131,1,23.99
491,19970208,2,34.0
491,19970324,3,42.93
491,19970523,2,30.37
491,19980114,1,14.49
491,19980309,1,11.99
491,19980323,1,15.49
492,19970121,1,14.37
492,19980321,2,18.98
493,19970121,1,11.97
493,19970220,2,26.13
493,19970618,3,44.09
493,19970822,2,25.74
493,19971206,2,26.98
494,19970121,1,12.49
495,19970121,1,12.97
495,19970930,1,11.49
495,19971223,1,7.49
496,19970121,2,30.72
496,19970205,1,15.36
497,19970121,2,41.98
498,19970121,4,60.64
499,19970121,3,38.03
499,19970313,2,28.93
499,19970424,3,42.9
499,19970622,2,26.14
499,19970624,3,41.91
499,19970705,5,68.6
499,19970726,4,55.07
499,19971107,3,41.47
499,19980103,2,20.98
499,19980202,3,42.06
499,19980627,3,39.97
500,19970121,2,29.92
500,19970208,3,39.73
500,19970220,2,25.93
500,19970301,3,42.9
501,19970121,3,74.97
502,19970121,1,14.96
503,19970121,2,39.98
504,19970122,2,37.98
505,19970122,6,83.0
505,19970430,5,64.24
505,19970502,1,14.96
505,19980405,4,58.85
506,19970122,4,65.34
507,19970122,5,112.72
507,19970125,2,40.74
507,19970827,1,14.96
507,19971107,5,66.95
507,19971215,7,105.93
508,19970122,2,18.75
509,19970122,3,49.97
509,19970124,6,84.22
509,19970210,6,85.01
509,19970214,6,86.4
509,19970224,6,88.99
509,19970308,5,71.63
509,19970326,6,95.91
509,19970407,9,125.69
509,19970417,6,95.94
509,19970425,7,100.6
509,19970505,7,103.75
509,19970512,1,15.36
509,19970611,7,90.18
509,19970620,5,76.22
509,19970627,1,15.36
509,19970818,7,95.98
509,19970904,7,99.21
509,19970918,5,69.45
509,19970925,1,15.49
509,19971006,6,87.44
509,19971118,7,99.93
509,19980119,7,102.93
509,19980130,4,131.46
509,19980131,4,56.46
510,19970122,1,13.97
511,19970122,4,44.74
511,19970228,1,14.96
512,19970122,1,49.97
513,19970122,1,11.97
513,19970318,2,37.65
514,19970122,2,35.76
515,19970122,1,11.77
516,19970122,1,11.7
516,19980614,2,25.98
516,19980618,2,20.98
517,19970122,4,62.87
517,19970220,1,11.77
517,19970310,1,21.77
517,19970323,3,35.31
517,19970518,2,24.74
517,19970817,2,43.34
517,19980101,2,31.48
518,19970122,1,14.77
519,19970122,1,14.96
519,19970930,3,41.47
519,19980226,2,25.16
520,19970122,2,34.98
521,19970122,1,9.97
521,19970604,1,13.77
521,19970623,2,21.54
521,19970730,1,13.97
521,19970818,1,4.79
521,19970920,1,11.49
521,19970923,2,46.48
521,19971103,1,27.99
521,19971107,1,33.99
521,19971128,2,31.98
521,19971211,2,22.98
521,19971219,1,16.99
521,19971229,1,8.49
521,19971229,1,19.99
521,19980307,1,15.49
521,19980609,3,18.47
522,19970122,2,28.13
523,19970122,1,12.49
523,19970322,2,20.86
523,19970410,1,14.37
524,19970122,2,30.36
525,19970122,3,43.7
526,19970122,2,30.76
526,19970528,8,120.95
526,19970630,6,71.22
526,19971009,1,11.49
526,19971013,1,13.99
526,19971021,4,53.96
526,19971027,3,47.97
527,19970122,1,12.49
528,19970122,1,17.9
528,19970819,1,27.77
528,19980503,1,11.88
529,19970123,5,63.05
529,19970618,4,38.92
529,19971101,4,25.96
529,19971106,1,14.49
529,19971108,5,58.95
529,19971211,2,16.98
529,19980316,3,29.97
529,19980325,1,12.99
529,19980414,4,28.46
529,19980607,3,14.47
529,19980616,2,15.98
529,19980626,3,27.97
530,19970123,1,11.77
531,19970123,2,25.74
532,19970123,1,17.9
532,19970423,1,12.49
532,19980309,4,37.96
533,19970123,3,41.5
534,19970123,2,23.54
534,19970224,3,44.88
535,19970123,9,154.92
535,19970521,1,17.7
535,19970817,2,137.14
535,19971018,4,62.96
535,19980201,12,169.38
536,19970123,1,11.77
537,19970123,1,9.77
538,19970123,10,141.85
539,19970123,2,23.94
539,19970124,1,6.79
540,19970123,14,202.58
541,19970123,3,38.5
541,19970310,3,40.7
541,19970902,2,26.73
541,19971113,2,22.48
541,19971205,2,26.48
541,19971205,1,13.99
541,19980129,3,37.86
541,19980314,1,12.58
541,19980404,4,64.24
541,19980503,3,41.97
542,19970123,3,35.91
543,19970123,9,124.69
543,19970221,12,147.4
543,19970629,9,124.51
544,19970123,1,14.37
545,19970123,2,29.16
546,19970123,2,23.14
547,19970123,1,13.97
548,19970123,5,70.45
548,19970626,5,71.45
549,19970123,2,37.96
549,19970128,3,58.95
549,19970303,2,28.93
549,19970415,3,46.93
549,19970426,1,21.99
549,19970516,3,49.31
549,19970611,3,38.91
549,19970623,3,42.31
549,19970822,2,27.94
549,19970827,3,44.3
549,19970915,2,27.98
549,19971101,4,53.96
549,19971126,3,39.97
549,19971205,4,52.46
549,19980116,3,59.47
549,19980312,3,36.97
549,19980405,2,25.07
549,19980519,3,36.97
549,19980605,3,49.56
549,19980629,1,12.58
550,19970123,2,15.76
551,19970123,2,66.96
551,19970311,1,30.97
552,19970123,2,33.8
552,19970125,3,38.16
552,19970206,4,71.24
552,19970216,1,14.99
553,19970123,1,14.37
553,19970508,4,56.31
553,19970602,5,92.96
553,19970708,1,26.75
553,19980603,2,34.48
554,19970123,2,21.54
555,19970123,2,31.8
555,19970504,2,39.98
555,19970907,2,23.95
556,19970123,1,12.97
557,19970123,2,25.14
558,19970124,1,8.97
558,19970204,1,19.3
558,19970211,1,19.3
558,19970220,1,4.77
558,19970228,1,17.76
558,19970305,5,77.84
558,19970320,2,31.94
558,19970325,2,25.96
558,19970410,2,19.76
558,19970430,2,30.69
558,19970503,1,22.99
558,19970520,1,31.03
558,19970710,1,19.55
559,19970124,2,23.54
560,19970124,3,39.3
560,19970318,2,30.32
561,19970124,1,11.77
561,19970304,2,77.34
561,19970815,1,15.36
561,19971001,3,42.47
561,19971117,6,82.44
561,19980131,4,55.35
562,19970124,1,13.97
562,19970214,1,33.99
562,19970922,1,15.99
563,19970124,3,42.31
564,19970124,1,14.37
564,19970124,1,13.97
564,19970124,1,15.36
565,19970124,7,80.59
566,19970124,3,78.7
567,19970124,1,14.96
567,19970207,2,28.93
567,19970302,1,15.36
567,19970524,2,29.54
567,19970625,1,15.76
567,19970915,2,14.48
567,19971207,3,44.47
567,19980228,2,17.98
568,19970124,1,9.97
568,19971214,5,60.45
568,19980220,4,52.54
569,19970124,3,26.07
570,19970124,2,13.58
570,19970707,1,12.25
570,19970717,1,16.36
570,19971008,1,11.49
570,19980309,1,12.49
571,19970124,2,15.96
572,19970124,5,69.22
572,19970202,1,15.96
572,19970212,3,52.93
572,19970216,6,84.39
572,19970220,2,66.54
572,19970326,3,33.51
572,19980215,5,69.95
573,19970124,2,23.54
573,19971020,2,61.98
573,19971022,1,25.99
573,19980330,2,26.87
574,19970124,2,26.94
574,19970730,3,27.31
575,19970124,3,86.97
575,19970303,1,13.97
576,19970124,3,43.09
577,19970124,4,54.27
577,19970316,4,59.25
578,19970124,1,38.99
579,19970124,14,197.79
580,19970124,1,11.77
581,19970124,1,20.99
581,19970124,1,27.99
582,19970124,1,13.97
583,19970124,2,26.14
584,19970125,1,13.97
584,19970930,2,45.98
584,19971124,2,24.48
585,19970125,1,19.99
585,19970613,3,42.0
585,19970625,3,38.0
585,19970625,1,8.0
586,19970125,2,25.74
587,19970125,6,86.02
588,19970125,1,13.97
589,19970125,3,38.5
590,19970125,1,12.77
591,19970125,2,34.54
592,19970125,1,21.7
592,19970816,1,15.36
593,19970125,4,33.34
593,19970126,3,38.5
593,19970227,4,56.86
593,19970308,5,70.03
593,19970331,1,15.9
593,19970418,5,33.33
593,19970426,4,39.52
593,19970525,3,43.3
593,19980324,1,18.49
594,19970125,1,11.77
595,19970125,1,19.77
596,19970125,2,26.73
596,19970322,1,12.77
596,19970911,4,69.46
596,19971115,4,50.46
596,19971202,2,59.48
596,19971213,6,80.44
596,19980322,3,41.47
597,19970125,1,14.79
598,19970125,1,12.49
598,19971206,2,30.98
598,19980207,1,12.49
598,19980311,1,12.99
599,19970125,1,9.77
599,19970623,1,6.78
599,19970725,1,9.98
599,19971103,1,9.49
599,19971120,1,12.49
600,19970125,1,109.99
600,19971026,1,62.99
601,19970125,2,27.95
601,19970314,2,26.73
601,19970324,2,29.33
601,19970422,2,26.93
601,19970624,3,44.88
602,19970125,10,147.22
602,19980203,7,101.82
603,19970125,6,71.62
604,19970125,1,35.99
604,19970302,1,15.36
604,19970817,1,14.96
604,19970823,1,13.77
605,19970125,5,77.24
606,19970125,2,28.74
606,19970901,1,14.37
607,19970125,1,14.96
608,19970125,1,21.7
608,19970422,2,29.76
608,19970430,1,12.97
609,19970125,4,49.96
609,19970126,3,37.47
609,19970628,1,36.69
610,19970125,2,34.75
611,19970126,1,11.77
611,19970408,12,163.61
612,19970126,4,55.07
612,19970621,1,11.77
613,19970126,1,9.97
613,19970701,1,11.77
613,19970918,1,11.49
613,19971114,1,11.49
613,19980225,1,11.49
614,19970126,3,38.71
615,19970126,2,30.32
616,19970126,1,24.99
617,19970126,2,39.48
618,19970126,2,18.95
618,19970202,4,35.71
618,19970222,1,7.78
619,19970126,4,59.26
620,19970126,1,14.96
621,19970126,2,19.95
621,19970322,1,19.99
622,19970126,1,15.76
623,19970126,1,27.77
623,19970712,1,13.97
624,19970126,5,73.95
625,19970126,4,57.85
625,19970314,3,46.08
625,19970410,2,29.98
625,19970414,1,19.99
626,19970126,1,14.37
627,19970126,2,24.98
628,19970126,1,9.77
629,19970126,1,15.36
630,19970126,3,28.11
630,19970923,2,18.98
630,19971208,4,43.96
630,19980329,2,27.98
631,19970126,1,13.97
632,19970126,1,14.37
633,19970126,1,12.77
633,19970214,5,75.2
634,19970126,1,14.99
635,19970126,5,53.29
636,19970126,1,15.36
637,19970127,1,14.96
638,19970127,2,9.98
639,19970127,3,73.97
640,19970127,1,15.36
641,19970127,4,50.54
641,19970216,3,39.32
641,19970705,4,56.07
641,19970802,2,24.73
641,19971019,3,41.97
641,19971102,3,40.97
641,19980208,8,111.3
641,19980326,1,10.99
641,19980411,1,12.99
641,19980623,2,45.98
642,19970127,1,6.79
643,19970127,2,29.33
643,19970213,1,18.36
643,19970228,3,28.14
643,19970627,1,7.78
643,19970814,1,6.77
644,19970127,4,165.07
644,19980127,1,11.88
645,19970127,1,14.37
645,19980113,2,32.98
645,19980511,1,16.99
646,19970127,1,11.77
647,19970127,2,24.74
648,19970127,2,29.73
648,19970207,1,9.98
648,19970418,1,13.97
648,19971114,1,10.49
648,19971223,1,10.49
649,19970127,1,13.97
649,19970328,1,15.36
649,19980128,1,14.49
649,19980201,1,15.49
649,19980217,1,15.49
649,19980416,3,44.47
650,19970127,1,21.37
650,19970313,2,29.33
650,19980321,2,22.48
651,19970127,1,36.99
651,19971030,4,52.46
651,19971125,2,28.48
652,19970127,1,9.77
653,19970127,2,28.74
654,19970127,1,14.37
655,19970127,1,11.77
655,19970130,1,14.37
655,19970226,1,14.37
655,19970727,7,76.79
655,19970807,3,26.83
655,19970902,2,14.58
656,19970127,2,31.52
656,19970309,1,11.77
657,19970127,4,61.05
657,19980326,5,77.45
658,19970127,3,37.03
659,19970127,2,28.47
659,19970318,2,26.73
660,19970127,6,70.83
660,19970320,3,28.86
660,19970326,1,19.3
661,19970127,2,31.32
661,19970920,1,12.99
662,19970127,2,24.74
663,19970127,2,23.98
664,19970127,2,23.54
665,19970127,1,11.77
665,19980509,1,5.49
666,19970128,1,44.77
666,19970623,4,52.47
667,19970128,1,5.78
668,19970128,3,31.93
668,19970218,2,27.13
668,19970224,2,19.75
668,19970225,3,44.32
668,19970403,3,53.09
668,19970418,3,42.9
668,19970422,2,30.72
668,19970511,1,14.96
668,19970920,1,2.99
669,19970128,3,42.9
669,19970228,3,54.71
670,19970128,1,28.99
671,19970128,2,28.76
671,19970208,1,15.96
671,19970424,4,57.06
671,19970701,2,27.94
671,19970708,1,16.36
671,19970725,1,28.97
671,19970821,3,72.89
671,19971011,2,25.98
671,19971220,1,12.99
671,19980425,3,45.47
672,19970128,1,15.36
672,19970326,3,34.11
673,19970128,5,84.83
673,19970204,1,13.97
673,19970224,2,26.33
673,19980130,4,61.96
673,19980212,4,55.04
673,19980317,4,75.96
673,19980531,4,70.45
674,19970128,2,32.29
675,19970128,3,45.89
675,19970207,3,96.93
675,19970620,2,21.74
675,19970724,2,37.73
675,19970724,4,54.96
675,19971110,2,34.48
675,19971209,7,108.43
676,19970128,5,69.47
676,19970215,6,87.27
676,19970312,3,39.9
676,19970408,1,14.96
676,19970505,8,113.35
676,19970611,5,86.43
676,19970708,10,134.09
677,19970128,3,58.31
678,19970128,1,6.79
678,19970620,1,14.96
679,19970128,1,5.99
680,19970128,2,31.35
680,19970312,2,26.96
680,19970522,2,30.32
681,19970128,1,15.36
681,19970207,1,29.77
681,19970210,1,14.37
681,19970409,1,13.97
681,19970526,1,14.37
681,19970723,2,13.76
681,19971103,1,12.49
681,19980131,1,7.49
681,19980317,3,38.86
681,19980325,2,34.86
681,19980421,3,38.86
681,19980501,1,11.18
681,19980504,1,15.49
682,19970128,2,28.74
683,19970128,1,12.49
683,19970812,1,10.77
684,19970128,2,31.54
685,19970128,1,24.99
686,19970128,1,14.96
687,19970128,2,27.94
688,19970128,1,19.99
689,19970128,1,11.77
690,19970128,1,21.7
690,19970609,2,29.92
690,19980313,3,34.8
691,19970128,1,15.39
691,19970311,2,21.54
692,19970128,2,32.6
693,19970128,2,18.95
693,19970211,2,25.56
693,19970215,1,15.36
693,19970316,3,46.08
693,19970318,1,26.99
693,19970323,2,29.92
693,19970323,1,15.36
693,19970328,2,31.78
693,19970413,4,58.85
693,19970420,3,56.97
693,19970504,5,83.42
693,19970513,4,55.32
693,19970615,4,55.65
693,19970909,1,7.49
693,19970926,4,42.96
693,19980107,4,90.96
693,19980119,1,14.49
693,19980222,4,43.85
693,19980222,1,15.49
693,19980224,3,47.97
693,19980225,1,11.88
693,19980322,2,31.98
694,19970128,1,16.36
695,19970128,2,36.48
696,19970128,1,22.99
696,19970222,1,24.99
697,19970129,1,14.96
697,19970310,2,30.33
697,19970406,1,14.96
697,19970729,1,14.96
698,19970129,1,3.99
699,19970129,2,27.13
699,19970130,1,11.77
699,19970205,1,11.77
699,19970220,1,14.37
699,19970506,1,11.77
699,19970510,2,36.41
699,19980314,2,19.98
699,19980528,1,11.49
700,19970129,3,36.97
700,19980111,2,38.98
701,19970129,1,15.36
701,19970515,1,14.96
701,19970531,2,26.14
701,19971025,1,12.99
701,19971112,1,12.99
702,19970129,7,104.17
702,19970708,9,128.89
703,19970129,1,13.99
704,19970129,2,33.13
705,19970129,1,12.97
705,19970417,1,11.78
706,19970129,1,21.99
707,19970129,1,11.77
707,19970226,2,37.75
708,19970129,1,14.79
708,19970202,2,29.58
709,19970129,1,12.49
710,19970129,2,25.76
711,19970129,1,19.99
712,19970129,2,9.98
712,19970209,2,30.92
712,19970530,2,29.92
712,19970705,1,14.37
712,19970831,1,14.96
712,19980418,2,29.36
713,19970129,1,14.7
713,19970211,1,14.7
713,19970214,2,9.58
713,19970223,1,14.96
713,19970324,2,25.74
713,19970815,1,15.36
713,19970921,1,17.49
713,19980324,2,24.48
713,19980429,2,29.98
713,19980527,2,24.48
713,19980625,1,17.49
713,19980628,1,11.49
714,19970129,2,30.36
714,19970210,1,14.37
715,19970129,5,80.26
715,19970220,4,50.27
715,19970407,4,50.27
716,19970129,2,27.13
716,19980311,4,51.13
716,19980624,4,56.46
717,19970129,1,14.96
717,19980219,1,17.99
717,19980305,1,15.49
718,19970129,2,35.34
718,19970310,1,14.96
718,19970423,1,13.97
718,19980417,2,24.46
719,19970129,4,67.47
720,19970129,1,11.77
720,19970130,1,14.37
720,19970201,1,9.77
720,19970223,1,11.77
720,19970416,1,14.37
720,19970505,1,14.96
720,19970523,1,15.96
720,19970930,1,20.99
720,19971129,1,12.99
721,19970129,1,15.36
722,19970129,1,6.79
723,19970129,4,57.09
724,19970129,2,26.14
725,19970129,2,27.13
726,19970129,2,30.15
726,19970508,6,79.01
726,19970606,2,51.53
726,19970620,1,13.97
727,19970129,2,30.13
728,19970129,1,14.37
728,19970206,2,25.74
728,19970217,3,43.3
728,19970311,4,63.86
728,19970414,8,86.27
728,19970528,9,93.24
729,19970129,2,24.94
730,19970130,1,16.99
730,19970407,1,11.77
730,19970414,1,11.77
731,19970130,3,41.5
731,19970303,1,18.76
731,19980309,2,9.48
731,19980318,2,29.98
732,19970130,3,39.51
732,19970316,2,39.74
732,19970829,3,36.71
732,19970923,3,35.97
732,19971028,3,25.47
733,19970130,1,15.36
734,19970130,1,14.96
735,19970130,2,20.54
736,19970130,3,32.24
736,19971022,12,201.88
737,19970130,1,6.79
738,19970130,2,44.98
739,19970130,2,28.94
739,19970503,1,12.49
739,19980227,2,24.07
740,19970130,1,11.77
741,19970130,2,28.73
741,19970723,1,14.96
741,19980505,2,24.87
742,19970130,1,5.98
743,19970130,1,14.37
743,19971121,1,14.49
743,19971229,1,14.49
743,19980226,1,12.58
744,19970130,2,40.73
745,19970130,1,7.98
745,19970421,1,17.7
745,19970511,1,15.96
745,19971008,2,15.98
745,19980103,1,13.99
746,19970130,1,19.98
747,19970130,6,90.41
747,19970428,2,70.13
747,19971212,17,238.33
747,19980309,11,152.46
747,19980508,8,99.16
748,19970130,1,11.77
749,19970130,2,39.98
750,19970130,1,12.49
750,19970321,1,6.79
751,19970130,2,32.48
751,19970211,1,162.99
751,19970303,4,81.95
751,19970324,1,28.7
751,19970331,1,29.9
751,19970405,1,13.97
751,19970520,4,155.8
751,19970720,1,9.77
751,19970725,3,49.9
751,19970819,5,74.21
751,19970823,1,15.36
751,19971030,5,132.95
751,19971104,6,107.44
752,19970130,1,15.36
753,19970130,2,54.98
754,19970130,1,16.0
755,19970130,1,19.99
756,19970130,1,16.36
756,19970204,1,11.97
756,19970329,1,14.96
756,19970525,1,12.97
756,19980126,1,13.99
757,19970130,3,36.51
757,19970525,1,12.77
757,19970526,1,11.77
757,19970530,3,37.5
758,19970130,1,21.97
759,19970130,2,23.54
760,19970131,6,68.44
760,19970227,4,58.66
760,19970405,5,75.21
761,19970131,5,110.84
761,19970216,6,78.01
761,19970305,7,92.38
761,19970428,7,107.39
761,19970704,5,76.84
761,19970930,6,93.44
761,19971110,9,122.91
761,19971207,4,54.96
762,19970131,1,14.99
762,19970227,2,25.94
762,19970315,1,19.77
762,19970329,1,12.49
762,19970712,1,13.97
762,19971207,2,22.98
762,19980218,1,34.98
763,19970131,4,72.46
763,19971231,9,116.41
763,19980630,10,200.57
764,19970131,1,88.7
765,19970131,3,45.28
766,19970131,1,8.97
767,19970131,1,15.99
767,19971111,1,2.99
767,19980626,1,12.58
768,19970131,5,76.8
769,19970131,1,14.97
770,19970131,2,30.72
770,19970226,2,27.94
771,19970131,2,26.73
772,19970131,1,16.96
773,19970131,1,11.77
774,19970131,5,104.29
775,19970131,1,11.77
775,19970523,1,15.36
775,19971121,2,26.48
776,19970131,1,13.97
776,19970202,2,24.98
777,19970131,1,12.49
777,19970219,1,6.79
777,19970225,1,22.99
777,19970406,1,6.79
778,19970131,3,46.08
778,19970402,2,28.34
779,19970131,1,9.98
780,19970131,1,14.96
781,19970131,1,11.77
782,19970201,2,21.75
783,19970201,1,12.97
783,19970208,3,46.93
783,19970314,4,52.67
783,19970404,1,14.96
783,19970507,2,70.76
783,19970507,2,35.34
783,19970904,3,38.5
783,19970919,2,22.98
783,19971024,2,25.98
783,19971109,1,12.99
783,19971220,8,131.42
783,19971225,4,56.96
783,19980207,2,22.48
783,19980408,1,30.49
784,19970201,3,43.73
784,19970211,3,38.9
784,19970730,3,35.33
785,19970201,1,8.97
786,19970201,1,4.79
787,19970201,3,66.26
788,19970201,2,31.35
789,19970201,1,14.37
790,19970201,2,117.74
791,19970201,1,12.49
791,19980213,1,22.49
791,19980516,1,9.49
792,19970201,4,55.26
792,19980219,3,22.47
792,19980420,4,51.35
792,19980424,1,6.28
793,19970201,4,48.67
793,19970216,4,50.3
794,19970201,1,9.78
794,19970208,1,9.98
794,19970304,1,9.98
794,19970321,2,23.36
794,19970520,2,13.58
794,19970606,1,10.98
794,19970905,1,12.97
795,19970201,1,38.99
796,19970201,3,80.3
796,19970314,1,32.37
797,19970201,1,19.77
798,19970201,8,89.2
798,19970315,5,65.63
798,19970330,13,189.0
798,19980315,2,24.98
799,19970201,2,25.74
799,19980518,2,23.76
800,19970201,1,11.77
801,19970201,10,147.07
801,19970309,4,63.84
801,19970509,11,157.86
801,19970530,6,87.22
801,19970707,7,104.94
801,19970718,9,160.87
801,19970904,10,144.69
801,19970904,1,14.96
801,19970925,10,137.9
801,19971106,9,120.41
801,19980321,15,201.55
801,19980407,8,107.43
801,19980505,6,76.8
